number,value,datetime_start,datetime_complete,duration,params_compile_batch_size,params_compile_beta_b,params_compile_beta_z,params_compile_lr,params_compile_prior_rate,params_compile_train_steps,params_hidden_size,state
90,1.0,2025-05-25 09:42:55.843566,2025-05-25 10:05:23.233629,0 days 00:22:27.390063000,128,0.01,0.5,0.0001,10,5000,256,COMPLETE
91,1.0,2025-05-25 10:05:23.257554,2025-05-25 10:27:52.827492,0 days 00:22:29.569938000,128,0.01,0.5,0.0001,10,5000,256,COMPLETE
92,0.3719,2025-05-25 10:27:52.849240,2025-05-25 10:31:52.517021,0 days 00:03:59.667781000,128,0.01,0.1,0.1,10,3000,64,COMPLETE
93,0.3725200000000001,2025-05-25 10:31:52.538606,2025-05-25 10:45:24.068568,0 days 00:13:31.529962000,128,0.5,0.1,0.0001,10,3000,256,COMPLETE
94,1.0,2025-05-25 10:45:24.090390,2025-05-25 11:07:53.045723,0 days 00:22:28.955333000,128,0.01,0.5,0.0001,10,5000,256,COMPLETE
95,1.0,2025-05-25 11:07:53.067677,2025-05-25 11:30:21.010165,0 days 00:22:27.942488000,128,0.01,0.5,0.0001,10,5000,256,COMPLETE
96,0.37006,2025-05-25 11:30:21.032338,2025-05-25 11:52:09.044785,0 days 00:21:48.012447000,128,0.01,0.5,0.0001,10,5000,256,COMPLETE
97,0.6717000000000001,2025-05-25 11:52:09.066998,2025-05-25 12:14:37.992846,0 days 00:22:28.925848000,128,0.01,0.5,0.0001,10,5000,256,COMPLETE
98,0.34932,2025-05-25 12:14:38.015315,2025-05-25 12:18:40.200945,0 days 00:04:02.185630000,128,1.0,0.1,0.0001,10,3000,64,COMPLETE
99,1.0,2025-05-25 12:18:40.223769,2025-05-25 13:02:52.224996,0 days 00:44:12.001227000,256,0.01,0.5,0.0001,10,5000,256,COMPLETE
100,0.72302,2025-05-25 13:02:52.248304,2025-05-25 13:36:17.346714,0 days 00:33:25.098410000,128,0.01,0.5,0.0001,10,5000,256,COMPLETE
101,1.0,2025-05-25 13:36:17.369767,2025-05-25 14:19:59.418926,0 days 00:43:42.049159000,256,0.01,0.5,0.0001,10,5000,256,COMPLETE
102,0.4006,2025-05-25 14:19:59.442576,2025-05-25 14:42:26.073808,0 days 00:22:26.631232000,128,0.01,0.5,0.0001,10,5000,256,COMPLETE
103,0.35278,2025-05-25 14:42:26.097299,2025-05-25 15:04:44.034042,0 days 00:22:17.936743000,128,0.01,1.0,0.0001,10,5000,256,COMPLETE
104,0.30896,2025-05-25 15:04:44.057777,2025-05-25 15:10:24.123869,0 days 00:05:40.066092000,128,0.01,0.5,0.0001,15,500,512,COMPLETE
