number,value,datetime_start,datetime_complete,duration,params_compile_batch_size,params_compile_beta_b,params_compile_beta_z,params_compile_lr,params_compile_prior_rate,params_compile_train_steps,params_hidden_size,state
75,-inf,2025-07-01 11:06:12.913164,2025-07-01 11:06:16.741675,0 days 00:00:03.828511000,256,1.0,0.5,0.001,3,5000,512,COMPLETE
76,0.26039999999999996,2025-07-01 11:06:16.760556,2025-07-01 11:08:08.764610,0 days 00:01:52.004054000,128,0.5,1.0,0.0001,10,500,64,COMPLETE
77,0.21406000000000003,2025-07-01 11:08:08.783648,2025-07-01 11:17:45.030530,0 days 00:09:36.246882000,64,1.0,0.1,0.1,3,3000,128,COMPLETE
78,0.22406,2025-07-01 11:17:45.049764,2025-07-01 12:19:51.502843,0 days 01:02:06.453079000,128,0.1,0.01,0.001,15,5000,256,COMPLETE
79,-inf,2025-07-01 12:19:51.522324,2025-07-01 12:19:55.328064,0 days 00:00:03.805740000,256,1.0,0.1,0.0001,3,500,512,COMPLETE
80,0.23018,2025-07-01 12:19:55.347673,2025-07-01 12:35:44.259846,0 days 00:15:48.912173000,64,1.0,1.0,0.001,15,5000,128,COMPLETE
81,0.19494,2025-07-01 12:35:44.279551,2025-07-01 15:12:46.359767,0 days 02:37:02.080216000,128,1.0,0.1,0.1,10,5000,512,COMPLETE
82,-inf,2025-07-01 15:12:46.379693,2025-07-01 17:59:51.798041,0 days 02:47:05.418348000,128,1.0,0.1,0.1,10,5000,512,COMPLETE
83,-inf,2025-07-01 17:59:51.818291,2025-07-01 20:41:19.661731,0 days 02:41:27.843440000,128,1.0,0.1,0.1,10,5000,512,COMPLETE
84,-inf,2025-07-01 20:41:19.682053,2025-07-01 23:28:44.597801,0 days 02:47:24.915748000,128,0.01,0.5,0.1,10,5000,512,COMPLETE
85,0.18706,2025-07-01 23:28:44.618307,2025-07-01 23:38:51.024178,0 days 00:10:06.405871000,128,1.0,0.1,0.1,3,3000,64,COMPLETE
86,0.34765999999999997,2025-07-01 23:38:51.044962,2025-07-01 23:45:23.296107,0 days 00:06:32.251145000,128,0.5,0.01,0.001,3,500,256,COMPLETE
87,0.19966,2025-07-01 23:45:23.317251,2025-07-02 01:18:47.190957,0 days 01:33:23.873706000,64,1.0,0.1,0.1,10,5000,512,COMPLETE
88,0.26834,2025-07-02 01:18:47.212163,2025-07-02 02:32:39.710753,0 days 01:13:52.498590000,256,1.0,1.0,0.001,15,3000,256,COMPLETE
89,0.20632,2025-07-02 02:32:39.732210,2025-07-02 02:50:07.370652,0 days 00:17:27.638442000,128,1.0,0.5,0.0001,3,500,512,COMPLETE
90,0.20706000000000002,2025-07-02 02:50:07.392075,2025-07-02 03:16:58.595028,0 days 00:26:51.202953000,128,0.5,0.01,0.1,3,5000,128,COMPLETE
91,0.3579,2025-07-02 03:16:58.616503,2025-07-02 03:23:32.524220,0 days 00:06:33.907717000,128,0.5,0.01,0.001,3,500,256,COMPLETE
92,0.28174,2025-07-02 03:23:32.546378,2025-07-02 03:30:04.208422,0 days 00:06:31.662044000,128,0.5,0.01,0.001,3,500,256,COMPLETE
93,0.28766,2025-07-02 03:30:04.230516,2025-07-02 03:36:35.141226,0 days 00:06:30.910710000,128,0.5,0.01,0.001,3,500,256,COMPLETE
94,0.31002,2025-07-02 03:36:35.163371,2025-07-02 03:42:58.461457,0 days 00:06:23.298086000,128,0.5,0.01,0.001,3,500,256,COMPLETE
95,0.30942000000000003,2025-07-02 03:42:58.484147,2025-07-02 03:49:28.996855,0 days 00:06:30.512708000,128,0.5,0.01,0.001,3,500,256,COMPLETE
96,0.26698,2025-07-02 03:49:29.019212,2025-07-02 03:55:21.407658,0 days 00:05:52.388446000,64,1.0,0.1,0.001,15,3000,64,COMPLETE
97,-inf,2025-07-02 03:55:21.430509,2025-07-02 06:37:09.675876,0 days 02:41:48.245367000,128,0.1,1.0,0.1,3,5000,512,COMPLETE
98,0.26198,2025-07-02 06:37:09.701819,2025-07-02 06:49:26.620168,0 days 00:12:16.918349000,256,1.0,0.01,0.001,3,500,256,COMPLETE
99,0.26966,2025-07-02 06:49:26.643408,2025-07-02 09:33:53.114521,0 days 02:44:26.471113000,128,1.0,0.1,0.0001,10,5000,512,COMPLETE
100,0.19828,2025-07-02 09:33:53.138065,2025-07-02 09:55:23.948208,0 days 00:21:30.810143000,64,0.01,0.5,0.1,3,3000,256,COMPLETE
101,0.3853000000000001,2025-07-02 09:55:23.972086,2025-07-02 10:01:56.040741,0 days 00:06:32.068655000,128,0.5,0.01,0.001,3,500,256,COMPLETE
102,0.30102,2025-07-02 10:01:56.064771,2025-07-02 10:08:32.132645,0 days 00:06:36.067874000,128,0.5,0.01,0.001,3,500,256,COMPLETE
103,0.4073,2025-07-02 10:08:32.157028,2025-07-02 10:15:12.070478,0 days 00:06:39.913450000,128,0.5,0.01,0.001,3,500,256,COMPLETE
104,0.2706,2025-07-02 10:15:12.094887,2025-07-02 10:21:47.253574,0 days 00:06:35.158687000,128,0.5,0.01,0.001,3,500,256,COMPLETE
105,0.31962,2025-07-02 10:21:47.278195,2025-07-02 10:28:24.961194,0 days 00:06:37.682999000,128,0.5,0.01,0.001,3,500,256,COMPLETE
106,0.34922000000000003,2025-07-02 10:28:24.986008,2025-07-02 10:34:57.147823,0 days 00:06:32.161815000,128,0.5,0.01,0.001,3,500,256,COMPLETE
107,0.31712,2025-07-02 10:34:57.172922,2025-07-02 10:41:33.677247,0 days 00:06:36.504325000,128,0.5,0.01,0.001,3,500,256,COMPLETE
108,0.32036,2025-07-02 10:41:33.702468,2025-07-02 10:48:00.492083,0 days 00:06:26.789615000,128,0.5,0.01,0.001,3,500,256,COMPLETE
109,0.32116,2025-07-02 10:48:00.517402,2025-07-02 10:52:00.013325,0 days 00:03:59.495923000,64,0.5,0.01,0.001,3,500,256,COMPLETE
110,0.25688,2025-07-02 10:52:00.038637,2025-07-02 10:57:36.460133,0 days 00:05:36.421496000,256,0.5,1.0,0.001,15,500,128,COMPLETE
111,0.31726000000000004,2025-07-02 10:57:36.485850,2025-07-02 10:59:28.987339,0 days 00:01:52.501489000,128,1.0,0.01,0.001,3,500,64,COMPLETE
112,0.21148,2025-07-02 10:59:29.013301,2025-07-02 12:01:49.144013,0 days 01:02:20.130712000,128,1.0,0.1,0.1,3,5000,256,COMPLETE
113,0.267,2025-07-02 12:01:49.170247,2025-07-02 14:53:46.281212,0 days 02:51:57.110965000,128,0.5,0.01,0.001,3,5000,512,COMPLETE
114,0.18834,2025-07-02 14:53:46.306949,2025-07-02 15:00:14.274370,0 days 00:06:27.967421000,128,1.0,1.0,0.1,15,500,256,COMPLETE
