number,value,datetime_start,datetime_complete,duration,params_compile_batch_size,params_compile_beta_b,params_compile_beta_z,params_compile_lr,params_compile_prior_rate,params_compile_train_steps,params_hidden_size,state
92,0.41656,2025-06-04 08:25:54.128631,2025-06-04 08:41:03.654458,0 days 00:15:09.525827000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
93,0.36306,2025-06-04 08:41:03.676793,2025-06-04 08:55:39.846101,0 days 00:14:36.169308000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
94,0.35094,2025-06-04 08:55:39.868995,2025-06-04 09:10:49.808368,0 days 00:15:09.939373000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
95,0.24078,2025-06-04 09:10:49.830988,2025-06-04 09:12:23.451974,0 days 00:01:33.620986000,64,0.1,0.5,0.0001,10,500,128,COMPLETE
96,0.5581800000000001,2025-06-04 09:12:23.476034,2025-06-04 09:27:33.214976,0 days 00:15:09.738942000,128,0.01,0.01,0.0001,10,500,512,COMPLETE
97,0.28806000000000004,2025-06-04 09:27:33.237894,2025-06-04 10:21:18.490448,0 days 00:53:45.252554000,128,0.01,1.0,0.0001,10,5000,256,COMPLETE
98,0.36666,2025-06-04 10:21:18.513652,2025-06-04 11:48:30.685319,0 days 01:27:12.171667000,128,0.1,0.01,0.0001,10,3000,512,COMPLETE
99,0.17954,2025-06-04 11:48:30.708664,2025-06-04 11:50:03.007395,0 days 00:01:32.298731000,128,0.01,0.01,0.0001,10,500,64,COMPLETE
100,0.27256,2025-06-04 11:50:03.030923,2025-06-04 12:05:15.037712,0 days 00:15:12.006789000,128,0.5,0.1,0.0001,10,500,512,COMPLETE
101,0.40304000000000006,2025-06-04 12:05:15.061073,2025-06-04 12:20:29.596135,0 days 00:15:14.535062000,128,0.01,0.01,0.0001,10,500,512,COMPLETE
102,0.31220000000000003,2025-06-04 12:20:29.619636,2025-06-04 12:35:44.488510,0 days 00:15:14.868874000,128,0.01,0.01,0.001,10,500,512,COMPLETE
